supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level
S0454,Orion Manufacturing,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Medium,265260.75,2022-08-01,True,True,Limited
S0455,Meridian Materials,Switzerland,Europe,Low,5,Logistics,Tier 1,High,507443.85,2018-06-30,True,True,Partial
S0456,Eclipse Group,South Korea,Asia,Low,5,Logistics,Tier 2,Low,199750.65,2020-11-21,True,True,Limited
S0457,Cobalt Materials,South Africa,Africa,Medium,15,Consulting,Tier 3,Medium,149180.41,2017-10-21,True,False,Limited
S0458,Argent Partners,Spain,Europe,Low,5,Packaging,Tier 2,Medium,163346.86,2021-09-04,True,True,Limited
S0459,Argent Systems,Malaysia,Asia,Medium,15,Components,Tier 1,Medium,150785.28,2025-03-28,True,False,Full
S0460,Vega Systems,United Kingdom,Europe,Low,5,Logistics,Tier 2,Low,321259.14,2025-09-14,True,True,Partial
S0461,Eclipse Supply,South Korea,Asia,Low,5,Packaging,Tier 2,Medium,134032.41,2024-08-12,True,True,Limited
S0462,Lumen Logistics,Switzerland,Europe,Low,5,Components,Tier 1,Low,617638.07,2024-06-09,True,True,Limited
S0463,Helios Holdings,Spain,Europe,Low,5,Chemicals,Tier 2,Low,293052.81,2016-05-15,True,True,Limited
S0464,Zenith Logistics,Australia,Oceania,Low,5,IT Services,Tier 1,Low,107706.39,2021-12-16,True,True,Partial
S0465,Eclipse Industries,South Korea,Asia,Low,5,IT Services,Tier 3,Low,74728.74,2016-10-07,False,False,Full
S0466,Lumen Systems,Switzerland,Europe,Low,5,Facility,Tier 1,High,203346.34,2022-12-16,True,True,Full
S0467,Orion Systems,Morocco,Africa,Medium,15,Facility,Tier 1,Medium,444455.36,2016-08-26,True,False,Full
S0468,Orion Materials,Germany,Europe,Low,5,Components,Tier 1,Low,175040.3,2019-02-24,True,True,Partial
S0469,Vega Industries,Indonesia,Asia,High,25,Chemicals,Tier 1,Low,517923.23,2019-03-09,False,True,Limited
S0470,Zenith Services,Singapore,Asia,Low,5,Tools & Machinery,Tier 2,Medium,356176.71,2022-04-03,True,True,Partial
S0471,Helios Services,Vietnam,Asia,High,25,Components,Tier 1,Low,443342.36,2018-04-30,True,True,Partial
S0472,Cobalt Partners,Canada,Americas,Low,5,Tools & Machinery,Tier 2,Low,620104.36,2016-03-30,True,False,Partial
S0473,Meridian Holdings,Saudi Arabia,Middle East,Medium,15,Facility,Tier 2,Low,147754.63,2025-05-20,True,True,Partial
S0474,Eclipse Logistics,Canada,Americas,Low,5,Consulting,Tier 2,Low,324443.07,2023-12-25,True,False,Partial
S0475,Meridian Systems,Switzerland,Europe,Low,5,Tools & Machinery,Tier 2,Low,201210.65,2020-10-17,True,True,Full
S0476,Lumen Supply,United States,Americas,Low,5,Components,Tier 1,Low,1105640.44,2022-04-09,False,True,Partial
S0477,Argent Group,United States,Americas,Low,5,IT Services,Tier 2,High,154984.86,2020-03-17,True,True,Partial
S0478,Helios Industries,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Medium,520584.54,2023-05-16,True,True,Full
S0479,Lumen Group,United Kingdom,Europe,Low,5,Chemicals,Tier 1,Medium,116290.95,2019-07-18,True,True,Partial
S0480,Argent Holdings,South Africa,Africa,Medium,15,Components,Tier 1,Low,285794.89,2018-11-14,True,True,Full
S0481,Helios Logistics,France,Europe,Low,5,Facility,Tier 1,High,116621.74,2016-06-02,True,True,Full
S0482,Argent Group,Singapore,Asia,Low,5,Tools & Machinery,Tier 1,Medium,193729.73,2016-03-06,True,True,Full
S0483,Zenith Systems,United Arab Emirates,Middle East,Medium,15,Chemicals,Tier 1,High,253281.23,2019-11-03,True,True,Limited
S0484,Nimbus Partners,Morocco,Africa,Medium,15,Consulting,Tier 1,High,314071.33,2022-10-16,True,True,Partial
S0485,Lumen Partners,Thailand,Asia,Medium,15,Consulting,Tier 1,Medium,357702.86,2025-06-10,True,True,Partial
S0486,Cascade Industries,Spain,Europe,Low,5,Metals & Minerals,Tier 1,Medium,301723.49,2020-09-02,True,True,Partial
S0487,Aurora Supply,Australia,Oceania,Low,5,Facility,Tier 3,Low,43089.71,2025-11-26,True,True,Partial
S0488,Vega Supply,United States,Americas,Low,5,Facility,Tier 1,Low,221002.17,2018-04-25,True,True,Full
S0489,Vega Services,New Zealand,Oceania,Low,5,Components,Tier 1,Low,409060.82,2022-01-27,True,True,Full
S0490,Nimbus Logistics,United Arab Emirates,Middle East,Medium,15,Components,Tier 1,Low,530947.47,2021-02-14,True,True,Partial
S0491,Cobalt Partners,Saudi Arabia,Middle East,Medium,15,Components,Tier 2,Low,182726.62,2018-03-15,True,True,Partial
S0492,Aurora Systems,Italy,Europe,Low,5,Metals & Minerals,Tier 2,Medium,199016.07,2017-11-11,True,True,Partial
S0493,Zenith Holdings,Germany,Europe,Low,5,Facility,Tier 2,Medium,83081.0,2016-07-30,True,True,Partial
S0494,Atlas Group,United States,Americas,Low,5,Tools & Machinery,Tier 1,Low,926964.53,2025-09-07,False,True,Partial
S0495,Atlas Partners,Canada,Americas,Low,5,Tools & Machinery,Tier 1,High,1784884.72,2022-12-15,True,True,Full
S0496,Cobalt Materials,Switzerland,Europe,Low,5,IT Services,Tier 2,Medium,87630.47,2017-07-15,True,True,Partial
S0497,Alpine Components,United Kingdom,Europe,Low,5,Logistics,Tier 1,High,167414.02,2018-03-27,True,True,Limited
S0498,Atlas Group,Singapore,Asia,Low,5,Packaging,Tier 1,Low,270045.42,2021-05-13,True,True,Limited
S0499,Lumen Logistics,China,Asia,High,25,Tools & Machinery,Tier 2,Low,1049624.03,2016-11-29,True,True,Limited
S0500,Meridian Supply,Saudi Arabia,Middle East,Medium,15,Facility,Tier 1,Medium,684676.77,2024-10-07,True,True,Partial
S0501,Zenith Manufacturing,Vietnam,Asia,High,25,Components,Tier 3,Low,142549.34,2024-11-17,True,True,Full
S0502,Novatek Materials,New Zealand,Oceania,Low,5,IT Services,Tier 1,Low,119352.76,2025-07-20,True,True,Partial
S0503,Helios Manufacturing,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 2,Medium,382556.16,2022-07-19,True,True,Full
S0504,Vega Holdings,Japan,Asia,Low,5,Packaging,Tier 1,Low,212684.57,2021-07-03,True,True,Full
S0505,Eclipse Group,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 1,High,497277.35,2019-09-22,True,True,Limited
S0506,Novatek Manufacturing,Philippines,Asia,Medium,15,Consulting,Tier 2,High,116873.44,2018-08-06,True,True,Limited
S0507,Cascade Materials,Philippines,Asia,Medium,15,Consulting,Tier 2,Low,134723.46,2016-10-22,True,True,Partial
S0508,Novatek Group,Philippines,Asia,Medium,15,IT Services,Tier 1,Medium,683954.24,2018-03-14,True,True,Partial
S0509,Vega Supply,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Low,236657.29,2024-07-03,True,True,Limited
S0510,Cobalt Systems,United Kingdom,Europe,Low,5,Packaging,Tier 2,Low,165464.41,2020-12-12,True,True,Full
S0511,Nimbus Services,Spain,Europe,Low,5,Tools & Machinery,Tier 1,Low,2703352.7,2024-03-29,False,True,Partial
S0512,Vega Holdings,Australia,Oceania,Low,5,Metals & Minerals,Tier 1,Low,234160.57,2019-06-23,True,True,Partial
S0513,Eclipse Group,Italy,Europe,Low,5,Packaging,Tier 1,Medium,280832.36,2018-09-01,True,True,Partial
S0514,Lumen Components,Mexico,Americas,Medium,15,Components,Tier 2,Medium,1333482.22,2024-10-11,True,True,Full
S0515,Eclipse Group,South Korea,Asia,Low,5,Chemicals,Tier 1,Low,261064.78,2024-07-01,True,True,Full
S0516,Cobalt Materials,Indonesia,Asia,High,25,Components,Tier 1,Medium,869279.71,2024-08-31,True,True,Partial
S0517,Orion Systems,Morocco,Africa,Medium,15,Logistics,Tier 1,High,502017.06,2022-12-20,True,True,Partial
S0518,Atlas Partners,Italy,Europe,Low,5,Facility,Tier 1,Medium,244218.65,2022-10-18,True,True,Partial
S0519,Orion Manufacturing,Philippines,Asia,Medium,15,IT Services,Tier 2,Low,417988.11,2017-08-01,False,True,Full
S0520,Nimbus Holdings,Philippines,Asia,Medium,15,Packaging,Tier 1,Low,273475.66,2024-10-20,True,True,Partial
S0521,Cobalt Industries,Malaysia,Asia,Medium,15,Logistics,Tier 2,Medium,121029.14,2019-05-08,False,True,Partial
S0522,Argent Components,United States,Americas,Low,5,Chemicals,Tier 3,Low,118965.41,2023-06-06,True,True,Partial
S0523,Zenith Group,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,Low,480891.05,2024-04-25,True,True,Limited
S0524,Eclipse Logistics,Morocco,Africa,Medium,15,IT Services,Tier 1,Low,118815.71,2021-01-26,True,True,Limited
S0525,Novatek Manufacturing,Taiwan,Asia,Low,5,Chemicals,Tier 3,Low,123265.56,2022-04-25,False,True,Partial
S0526,Helios Partners,Tunisia,Africa,Medium,15,Logistics,Tier 1,Low,168914.72,2018-08-06,True,True,Full
S0527,Zenith Components,Mexico,Americas,Medium,15,Tools & Machinery,Tier 2,Medium,510081.49,2023-10-17,True,False,Partial
S0528,Aurora Supply,Singapore,Asia,Low,5,Components,Tier 2,Medium,1717778.1,2017-01-25,True,True,Partial
S0529,Eclipse Partners,Tunisia,Africa,Medium,15,IT Services,Tier 3,Medium,129149.26,2025-08-15,True,True,Limited
S0530,Eclipse Materials,Switzerland,Europe,Low,5,Facility,Tier 1,Low,574906.46,2019-06-01,True,True,Full
S0531,Novatek Manufacturing,China,Asia,High,25,Components,Tier 1,Medium,582319.51,2017-01-09,True,True,Limited
S0532,Vega Services,Taiwan,Asia,Low,5,Components,Tier 2,High,565366.44,2025-05-13,True,True,Full
S0533,Cascade Partners,Spain,Europe,Low,5,Facility,Tier 1,Low,113874.6,2019-01-03,False,True,Full
S0534,Aurora Manufacturing,France,Europe,Low,5,Chemicals,Tier 1,Low,190093.63,2023-01-28,True,False,Partial
S0535,Zenith Group,United Kingdom,Europe,Low,5,Consulting,Tier 3,Low,117664.52,2019-06-16,True,True,Full
S0536,Helios Partners,China,Asia,High,25,Tools & Machinery,Tier 1,Low,204507.66,2022-03-16,True,True,Partial
S0537,Cascade Logistics,India,Asia,High,25,Components,Tier 1,Medium,228963.96,2023-07-30,True,True,Partial
S0538,Novatek Group,United Kingdom,Europe,Low,5,Logistics,Tier 1,Low,220085.08,2016-03-30,True,True,Partial
S0539,Lumen Components,South Korea,Asia,Low,5,Facility,Tier 1,Low,569445.99,2022-10-30,True,True,Limited
S0540,Argent Materials,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,339713.25,2020-06-15,True,True,Full
S0541,Argent Services,China,Asia,High,25,Chemicals,Tier 1,Low,51102.51,2017-08-20,False,True,Partial
S0542,Novatek Logistics,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,High,44844.62,2023-12-11,True,True,Full
S0543,Zenith Logistics,China,Asia,High,25,Chemicals,Tier 1,Medium,71898.72,2016-10-27,True,True,Partial
S0544,Lumen Partners,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,High,1009682.16,2022-10-19,False,True,Partial
S0545,Helios Group,United Kingdom,Europe,Low,5,Consulting,Tier 1,Low,58440.04,2025-07-02,True,True,Partial
S0546,Lumen Holdings,Philippines,Asia,Medium,15,Components,Tier 2,Low,611643.14,2017-07-05,True,True,Full
S0547,Argent Logistics,Indonesia,Asia,High,25,Packaging,Tier 3,Low,177971.38,2020-03-12,True,True,Partial
S0548,Cobalt Group,Philippines,Asia,Medium,15,IT Services,Tier 1,Low,150340.7,2022-05-19,True,True,Partial
S0549,Helios Components,United Kingdom,Europe,Low,5,Components,Tier 1,Medium,105665.87,2025-10-31,True,False,Partial
S0550,Eclipse Supply,United Kingdom,Europe,Low,5,Components,Tier 1,High,329369.18,2020-02-03,True,True,Partial
S0551,Aurora Manufacturing,Italy,Europe,Low,5,Components,Tier 1,Medium,295217.75,2018-02-16,True,True,Full
S0552,Cascade Manufacturing,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 1,Low,474540.23,2016-04-23,True,True,Limited
S0553,Orion Holdings,India,Asia,High,25,Consulting,Tier 1,Low,59800.45,2024-08-20,True,False,Partial
S0554,Meridian Services,Philippines,Asia,Medium,15,Packaging,Tier 2,High,702567.23,2020-09-23,True,True,Partial
S0555,Alpine Partners,China,Asia,High,25,Logistics,Tier 2,Low,181981.69,2023-09-14,True,True,Full
S0556,Zenith Manufacturing,Saudi Arabia,Middle East,Medium,15,Facility,Tier 1,Low,234544.96,2024-06-10,True,True,Partial
S0557,Nimbus Partners,Brazil,Americas,Medium,15,Metals & Minerals,Tier 1,Low,598771.64,2017-04-24,True,True,Partial
S0558,Nimbus Systems,South Africa,Africa,Medium,15,Components,Tier 1,Medium,1036934.56,2016-04-28,True,True,Full
S0559,Eclipse Logistics,Canada,Americas,Low,5,Logistics,Tier 2,Medium,161894.15,2023-12-17,True,True,Partial
S0560,Argent Holdings,South Africa,Africa,Medium,15,Components,Tier 1,Low,631378.22,2020-10-23,True,True,Partial
S0561,Aurora Materials,China,Asia,High,25,Components,Tier 1,Low,208426.87,2018-01-01,True,True,Full
S0562,Zenith Manufacturing,South Korea,Asia,Low,5,Packaging,Tier 1,Low,687455.48,2020-11-29,True,True,Partial
S0563,Zenith Group,Morocco,Africa,Medium,15,Packaging,Tier 2,Low,153271.26,2018-09-08,True,False,Full
S0564,Zenith Components,Germany,Europe,Low,5,Logistics,Tier 1,High,151019.21,2023-12-21,True,True,Full
S0565,Eclipse Systems,Tunisia,Africa,Medium,15,Facility,Tier 1,Medium,113897.39,2016-02-12,True,True,Partial
S0566,Meridian Partners,United States,Americas,Low,5,Packaging,Tier 2,Low,30511.18,2016-09-21,True,True,Full
S0567,Helios Components,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,Low,249349.87,2021-12-30,True,True,Partial
S0568,Alpine Holdings,Malaysia,Asia,Medium,15,Packaging,Tier 1,Medium,23409.48,2018-11-30,True,True,Full
S0569,Lumen Holdings,United Arab Emirates,Middle East,Medium,15,IT Services,Tier 2,Low,259398.61,2023-10-17,True,True,Partial
S0570,Zenith Supply,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 3,Medium,327106.31,2016-05-24,True,True,Partial
S0571,Argent Components,Spain,Europe,Low,5,Packaging,Tier 1,Medium,75088.23,2018-06-02,True,True,Limited
S0572,Aurora Partners,Switzerland,Europe,Low,5,IT Services,Tier 1,Low,156659.65,2025-11-10,True,True,Partial
S0573,Vega Partners,South Korea,Asia,Low,5,Packaging,Tier 1,Low,162286.4,2022-03-06,True,True,Limited
S0574,Lumen Partners,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 1,Low,141742.26,2023-01-07,True,True,Full
S0575,Helios Systems,Tunisia,Africa,Medium,15,Facility,Tier 2,Medium,115926.28,2019-04-06,True,True,Full
S0576,Nimbus Systems,Thailand,Asia,Medium,15,Chemicals,Tier 1,Medium,166293.35,2021-03-04,True,True,Full
S0577,Novatek Supply,Turkey,Europe/Asia,Medium,15,Metals & Minerals,Tier 1,Low,293817.9,2016-05-01,True,True,Limited
S0578,Vega Logistics,China,Asia,High,25,Components,Tier 1,Medium,207496.54,2016-10-13,True,True,Partial
S0579,Meridian Supply,France,Europe,Low,5,Components,Tier 2,Low,136576.81,2021-09-02,False,True,Partial
S0580,Argent Industries,India,Asia,High,25,Chemicals,Tier 1,Medium,129977.91,2022-11-21,False,True,Partial
S0581,Eclipse Supply,Saudi Arabia,Middle East,Medium,15,IT Services,Tier 1,Medium,103058.99,2017-09-03,True,True,Full
S0582,Orion Partners,Italy,Europe,Low,5,Facility,Tier 1,Low,257317.56,2017-01-16,True,True,Partial
S0583,Nimbus Supply,Taiwan,Asia,Low,5,Logistics,Tier 2,Medium,423778.17,2016-04-25,True,True,Partial
S0584,Meridian Services,United Kingdom,Europe,Low,5,Chemicals,Tier 1,Low,341023.59,2025-05-10,True,True,Partial
S0585,Argent Services,New Zealand,Oceania,Low,5,Components,Tier 3,Low,244111.1,2023-02-01,True,True,Partial
S0586,Cobalt Manufacturing,Philippines,Asia,Medium,15,Components,Tier 1,Low,213396.65,2024-09-14,True,True,Partial
S0587,Alpine Logistics,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Low,732788.16,2019-05-23,True,True,Limited
S0588,Eclipse Partners,Canada,Americas,Low,5,Components,Tier 1,Medium,595165.5,2024-02-22,False,True,Limited
S0589,Vega Components,Indonesia,Asia,High,25,Tools & Machinery,Tier 1,Low,1027226.09,2020-07-08,True,True,Partial
S0590,Atlas Manufacturing,Canada,Americas,Low,5,Components,Tier 1,Medium,419381.82,2022-06-07,True,True,Full
S0591,Alpine Holdings,United Kingdom,Europe,Low,5,Packaging,Tier 2,Medium,554738.5,2016-10-24,True,True,Partial
S0592,Cascade Supply,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,419486.23,2016-08-08,True,True,Partial
S0593,Alpine Logistics,Australia,Oceania,Low,5,Facility,Tier 2,Medium,82153.66,2024-09-17,False,True,Partial
S0594,Argent Group,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,Low,243129.3,2018-03-11,True,True,Full
S0595,Atlas Supply,India,Asia,High,25,Facility,Tier 1,Low,247277.98,2022-08-01,True,True,Full
S0596,Orion Materials,China,Asia,High,25,Logistics,Tier 1,Low,102851.35,2020-12-23,True,True,Partial
S0597,Novatek Components,China,Asia,High,25,Logistics,Tier 1,Medium,648251.84,2018-04-13,True,True,Partial
S0598,Atlas Services,Germany,Europe,Low,5,Components,Tier 1,Medium,507634.15,2025-12-15,True,True,Partial
S0599,Zenith Manufacturing,United States,Americas,Low,5,Components,Tier 1,Low,369113.75,2017-12-29,True,False,Partial
S0600,Cascade Supply,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,Medium,394148.26,2022-10-18,True,True,Partial
S0601,Atlas Supply,Italy,Europe,Low,5,Facility,Tier 1,Medium,132468.32,2024-09-04,True,True,Full
S0602,Aurora Partners,Brazil,Americas,Medium,15,Packaging,Tier 1,Low,42835.94,2023-04-08,True,True,Partial
S0603,Eclipse Industries,China,Asia,High,25,IT Services,Tier 3,Medium,71873.86,2019-06-16,True,True,Limited
S0604,Alpine Supply,Mexico,Americas,Medium,15,Metals & Minerals,Tier 1,Medium,1261291.52,2019-09-16,True,True,Partial
S0605,Meridian Systems,Tunisia,Africa,Medium,15,IT Services,Tier 2,High,264883.7,2020-05-19,True,True,Full
S0606,Eclipse Supply,Tunisia,Africa,Medium,15,Components,Tier 1,High,1323962.42,2023-04-01,True,True,Limited
S0607,Aurora Services,United Kingdom,Europe,Low,5,Components,Tier 3,Medium,551622.44,2024-12-31,True,True,Limited
S0608,Eclipse Logistics,China,Asia,High,25,Components,Tier 1,Low,347198.03,2020-03-19,True,True,Full
S0609,Aurora Components,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,603387.97,2025-02-12,False,False,Limited
S0610,Cascade Systems,Spain,Europe,Low,5,Components,Tier 1,Low,101452.26,2018-02-07,True,True,Partial
S0611,Eclipse Materials,Japan,Asia,Low,5,Components,Tier 1,Low,1166699.8,2023-04-29,False,False,Full
S0612,Meridian Partners,United States,Americas,Low,5,IT Services,Tier 1,Medium,490937.98,2017-04-25,True,True,Partial
S0613,Helios Partners,Spain,Europe,Low,5,Packaging,Tier 3,Medium,157069.12,2017-10-17,True,True,Full
S0614,Meridian Group,Thailand,Asia,Medium,15,Consulting,Tier 1,Low,200493.88,2018-05-17,True,True,Partial
S0615,Novatek Supply,South Africa,Africa,Medium,15,Components,Tier 2,Medium,298192.69,2018-06-21,True,True,Full
S0616,Novatek Components,Spain,Europe,Low,5,Components,Tier 2,Medium,777719.85,2024-09-13,True,True,Full
S0617,Lumen Services,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Medium,663853.21,2019-08-04,True,True,Partial
S0618,Alpine Logistics,United Kingdom,Europe,Low,5,Chemicals,Tier 1,Low,16666.67,2021-12-04,True,True,Partial
S0619,Cobalt Holdings,South Africa,Africa,Medium,15,Components,Tier 2,Low,227745.87,2025-09-08,True,True,Limited
S0620,Cascade Group,China,Asia,High,25,IT Services,Tier 2,High,90377.33,2018-07-31,True,True,Partial
S0621,Zenith Industries,Taiwan,Asia,Low,5,Components,Tier 2,Medium,108033.13,2023-09-24,True,True,Limited
S0622,Argent Industries,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,High,1450070.04,2017-04-22,True,True,Partial
S0623,Zenith Logistics,Thailand,Asia,Medium,15,Components,Tier 2,High,469022.3,2018-05-11,True,True,Limited
S0624,Lumen Manufacturing,India,Asia,High,25,Metals & Minerals,Tier 1,High,839107.12,2016-09-25,True,False,Partial
S0625,Nimbus Services,Germany,Europe,Low,5,Facility,Tier 1,Medium,173071.06,2019-05-15,False,True,Full
S0626,Atlas Systems,India,Asia,High,25,Metals & Minerals,Tier 1,High,205267.07,2024-04-13,True,False,Full
S0627,Eclipse Group,South Korea,Asia,Low,5,Chemicals,Tier 2,Low,39823.62,2022-03-02,True,True,Partial
S0628,Meridian Services,Taiwan,Asia,Low,5,Chemicals,Tier 1,High,184889.11,2023-01-23,True,True,Partial
S0629,Aurora Logistics,Indonesia,Asia,High,25,Tools & Machinery,Tier 2,Low,230272.05,2016-05-13,True,True,Full
S0630,Vega Logistics,Taiwan,Asia,Low,5,Facility,Tier 1,Medium,123080.49,2023-05-11,True,True,Full
S0631,Vega Systems,Switzerland,Europe,Low,5,Packaging,Tier 2,Low,106956.02,2024-06-08,True,False,Full
S0632,Lumen Partners,China,Asia,High,25,Packaging,Tier 1,Medium,857175.87,2024-01-19,True,False,Full
S0633,Lumen Holdings,Saudi Arabia,Middle East,Medium,15,Chemicals,Tier 1,Low,371099.97,2018-01-21,True,True,Limited
S0634,Aurora Holdings,Saudi Arabia,Middle East,Medium,15,IT Services,Tier 1,Low,197014.25,2017-02-12,True,False,Full
S0635,Meridian Industries,Japan,Asia,Low,5,IT Services,Tier 1,Medium,153694.02,2021-04-22,True,True,Partial
S0636,Helios Logistics,Germany,Europe,Low,5,Facility,Tier 1,High,252767.62,2025-05-11,True,True,Limited
S0637,Vega Industries,China,Asia,High,25,Metals & Minerals,Tier 2,Low,546915.99,2019-02-27,True,True,Partial
S0638,Zenith Logistics,Italy,Europe,Low,5,Logistics,Tier 3,Low,99175.26,2021-01-25,True,True,Partial
S0639,Vega Manufacturing,South Africa,Africa,Medium,15,IT Services,Tier 1,Low,338765.07,2020-07-17,False,True,Full
S0640,Novatek Industries,Vietnam,Asia,High,25,Facility,Tier 1,Medium,214741.61,2021-02-24,True,True,Full
S0641,Nimbus Industries,Italy,Europe,Low,5,Metals & Minerals,Tier 2,Low,1617897.77,2017-05-24,True,True,Limited
S0642,Helios Logistics,Turkey,Europe/Asia,Medium,15,Components,Tier 2,Low,272193.02,2016-04-19,True,True,Full
S0643,Vega Industries,Brazil,Americas,Medium,15,Logistics,Tier 1,Low,394962.56,2018-01-06,True,True,Partial
S0644,Lumen Materials,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,155831.82,2022-09-24,True,False,Partial
S0645,Meridian Industries,China,Asia,High,25,Metals & Minerals,Tier 1,High,347821.89,2024-09-03,True,True,Limited
S0646,Atlas Services,Saudi Arabia,Middle East,Medium,15,Logistics,Tier 1,Medium,752551.78,2017-10-08,True,True,Partial
S0647,Vega Holdings,Germany,Europe,Low,5,Consulting,Tier 1,Low,326457.22,2025-06-09,False,True,Limited
S0648,Aurora Group,Tunisia,Africa,Medium,15,Components,Tier 1,Medium,532321.48,2022-10-29,True,True,Partial
S0649,Helios Services,Germany,Europe,Low,5,Packaging,Tier 1,Low,1113181.25,2024-09-06,False,True,Full
S0650,Orion Components,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,341930.34,2021-09-13,True,True,Limited
S0651,Cascade Partners,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 2,Low,737011.8,2018-02-26,True,True,Limited
S0652,Aurora Industries,Japan,Asia,Low,5,Consulting,Tier 1,Low,420678.53,2022-08-01,True,True,Full
S0653,Argent Logistics,Japan,Asia,Low,5,Chemicals,Tier 2,Low,511051.83,2017-01-24,True,True,Partial
S0654,Atlas Manufacturing,Switzerland,Europe,Low,5,Logistics,Tier 1,High,104081.27,2022-07-29,True,True,Full
S0655,Novatek Partners,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Low,340151.6,2024-09-13,True,True,Partial
S0656,Aurora Holdings,Morocco,Africa,Medium,15,Logistics,Tier 1,High,338748.61,2023-10-26,True,True,Full
S0657,Alpine Supply,New Zealand,Oceania,Low,5,Components,Tier 1,Low,1302018.58,2024-10-11,True,True,Full
S0658,Atlas Logistics,South Africa,Africa,Medium,15,Components,Tier 2,High,699953.72,2020-01-15,True,True,Partial
S0659,Cobalt Holdings,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 2,Medium,358275.48,2024-01-27,True,False,Partial
S0660,Zenith Manufacturing,Spain,Europe,Low,5,Metals & Minerals,Tier 2,Medium,113988.42,2023-08-14,True,True,Partial
S0661,Argent Systems,China,Asia,High,25,Components,Tier 1,High,451535.91,2024-03-04,True,False,Partial
S0662,Cobalt Materials,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 2,Low,415836.12,2017-03-14,True,True,Partial
S0663,Atlas Partners,Brazil,Americas,Medium,15,Facility,Tier 2,Low,120454.05,2019-03-30,True,True,Partial
S0664,Orion Manufacturing,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 1,Low,362551.06,2019-08-30,True,True,Full
S0665,Atlas Partners,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,1282166.02,2019-11-19,True,False,Partial
S0666,Vega Holdings,South Korea,Asia,Low,5,Components,Tier 2,Low,154564.9,2020-06-25,False,True,Partial
S0667,Lumen Holdings,India,Asia,High,25,Components,Tier 1,Low,214762.48,2018-04-09,True,True,Partial
S0668,Vega Systems,Singapore,Asia,Low,5,Chemicals,Tier 1,Medium,56473.58,2016-09-24,True,True,Full
S0669,Novatek Components,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,1331836.65,2022-03-11,True,True,Partial
S0670,Argent Services,Japan,Asia,Low,5,Tools & Machinery,Tier 1,Medium,803161.45,2020-08-18,True,False,Limited
S0671,Meridian Partners,Germany,Europe,Low,5,Logistics,Tier 2,Low,303426.13,2021-03-09,True,True,Full
S0672,Nimbus Holdings,France,Europe,Low,5,Metals & Minerals,Tier 1,High,441792.63,2020-10-15,True,True,Full
S0673,Orion Components,Tunisia,Africa,Medium,15,IT Services,Tier 2,Low,45516.18,2021-10-18,True,True,Full
S0674,Orion Industries,Thailand,Asia,Medium,15,Components,Tier 3,Medium,62402.18,2021-05-01,True,False,Partial
S0675,Orion Systems,Germany,Europe,Low,5,IT Services,Tier 1,High,788132.8,2024-02-15,True,False,Full
S0676,Eclipse Group,United Arab Emirates,Middle East,Medium,15,Packaging,Tier 1,Medium,255538.23,2023-03-06,True,True,Full
S0677,Argent Components,Thailand,Asia,Medium,15,Chemicals,Tier 1,Low,298684.43,2018-06-07,True,True,Partial
S0678,Argent Services,South Korea,Asia,Low,5,Logistics,Tier 1,Low,203811.97,2025-04-06,True,False,Partial
S0679,Zenith Logistics,Italy,Europe,Low,5,Logistics,Tier 3,Low,57875.27,2020-11-08,True,True,Limited
S0680,Lumen Supply,India,Asia,High,25,Logistics,Tier 1,Medium,130022.13,2018-07-26,True,True,Partial
S0681,Cobalt Manufacturing,Japan,Asia,Low,5,IT Services,Tier 2,Low,62730.82,2024-01-10,True,True,Partial
