supplier_id,supplier_name,category,country,region,annual_spend_chf,risk_score,risk_class,recommended_action,esg_completeness,data_source,last_update
S0343,Cascade Holdings,Components,Germany,Europe,161165.28,45.6824,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-30
S0344,Eclipse Industries,Components,United Kingdom,Europe,181422.14,29.3796,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-11-13
S0345,Cascade Industries,Chemicals,France,Europe,172344.9,36.370400000000004,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-07-03
S0346,Atlas Logistics,Chemicals,Thailand,Asia,94405.55,48.3284,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-11-08
S0347,Alpine Group,Metals & Minerals,Saudi Arabia,Middle East,821173.19,59.0088,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-01-29
S0348,Atlas Components,Tools & Machinery,Germany,Europe,202384.64,42.4896,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-10-03
S0349,Zenith Components,Logistics,Brazil,Americas,131150.4,51.726,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-01-10
S0350,Atlas Systems,Tools & Machinery,Taiwan,Asia,139097.09,32.034400000000005,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-08-25
S0351,Aurora Supply,IT Services,Saudi Arabia,Middle East,298221.24,55.0888,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Internal Assessment,2025-05-04
S0352,Helios Industries,Logistics,United States,Americas,77828.87,39.2312,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-07-13
S0353,Helios Partners,Tools & Machinery,Canada,Americas,498423.44,32.6652,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-11-16
S0354,Aurora Logistics,IT Services,Spain,Europe,730465.04,38.009600000000006,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-06-11
S0355,Helios Components,Components,Australia,Oceania,73347.39,50.4504,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-04
S0356,Eclipse Services,Facility,Spain,Europe,538657.63,30.012,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-10-17
S0357,Cascade Holdings,Components,Singapore,Asia,447947.92,36.180400000000006,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-04-29
S0358,Alpine Systems,Components,France,Europe,123691.67,48.5804,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-09-25
S0359,Novatek Supply,Components,Brazil,Americas,254025.59,62.7273,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-21
S0360,Novatek Group,Metals & Minerals,India,Asia,543916.89,67.21000000000001,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2025-07-28
S0361,Helios Components,IT Services,Morocco,Africa,56209.3,73.9748,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-12-11
S0362,Cobalt Industries,IT Services,New Zealand,Oceania,201724.01,40.54560000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-06-01
S0363,Atlas Components,Tools & Machinery,United Kingdom,Europe,1280814.37,34.551199999999994,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-02-06
S0364,Cobalt Group,Components,United Kingdom,Europe,237871.25,35.952000000000005,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-08-11
S0365,Eclipse Components,Logistics,New Zealand,Oceania,73741.14,47.2324,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-03
S0366,Zenith Manufacturing,Consulting,Malaysia,Asia,147173.94,52.0232,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-02-07
S0367,Meridian Logistics,Tools & Machinery,Morocco,Africa,374384.0,69.2716,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-01-21
S0368,Novatek Systems,Chemicals,France,Europe,390566.38,36.80420000000001,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-08-10
S0369,Cascade Group,Components,Canada,Americas,429138.82,51.3078,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Supplier Questionnaire,2024-09-20
S0370,Atlas Holdings,Tools & Machinery,Morocco,Africa,165407.86,60.81680000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-11
S0371,Zenith Manufacturing,Facility,Switzerland,Europe,72425.7,58.164,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-04-13
S0372,Alpine Services,Components,Thailand,Asia,95279.7,47.25320000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-15
S0373,Alpine Materials,Components,Philippines,Asia,127578.69,58.531600000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-05-05
S0374,Argent Systems,Facility,Indonesia,Asia,57753.37,64.2196,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-08-24
S0375,Lumen Manufacturing,Logistics,Tunisia,Africa,132233.81,65.9316,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Internal Assessment,2025-05-05
S0376,Lumen Holdings,Components,Malaysia,Asia,91438.7,59.8564,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-25
S0377,Vega Group,Metals & Minerals,Saudi Arabia,Middle East,41396.35,48.708,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-12-07
S0378,Novatek Systems,Consulting,Australia,Oceania,101293.87,66.8664,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-11-08
S0379,Lumen Supply,Metals & Minerals,Indonesia,Asia,1571627.46,65.5056,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-13
S0380,Helios Services,Facility,Saudi Arabia,Middle East,545106.64,49.6456,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-02-10
S0381,Nimbus Manufacturing,Chemicals,Mexico,Americas,111565.83,58.87760000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-09-23
S0382,Lumen Components,Components,New Zealand,Oceania,147744.05,32.306000000000004,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-05-08
S0383,Atlas Materials,Packaging,United Kingdom,Europe,1084000.49,24.941999999999997,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-11-09
S0384,Vega Manufacturing,Components,New Zealand,Oceania,319117.03,34.8372,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-06-14
S0385,Novatek Components,Metals & Minerals,South Korea,Asia,272704.0,43.598400000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-06-08
S0386,Alpine Group,IT Services,South Africa,Africa,123252.79,41.837599999999995,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-02-02
S0387,Lumen Holdings,Logistics,Indonesia,Asia,158545.58,60.388,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-08-30
S0388,Aurora Group,Components,China,Asia,231820.24,69.5812,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-02-29
S0389,Atlas Materials,Packaging,China,Asia,112814.4,80.5192,High Risk,Prioritize for audit and mitigation plan,1.0,Internal Assessment,2024-08-04
S0390,Argent Systems,Metals & Minerals,India,Asia,1192606.43,51.238,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-02-06
S0391,Cascade Group,Metals & Minerals,Italy,Europe,970265.98,52.7368,Medium Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-02-20
S0392,Aurora Supply,Logistics,Saudi Arabia,Middle East,20140.84,71.3732,High Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-09-05
S0393,Vega Materials,Tools & Machinery,Tunisia,Africa,98708.77,53.04,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-08-02
S0394,Alpine Group,Consulting,Italy,Europe,139769.55,26.610400000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-10-19
S0395,Meridian Supply,Consulting,Germany,Europe,550480.24,26.461599999999997,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-08-03
S0396,Zenith Holdings,Components,Germany,Europe,990238.83,49.9879,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-04-07
S0397,Helios Supply,Logistics,Indonesia,Asia,289913.43,81.0712,High Risk,Immediate corrective action + 30-day follow-up,1.0,Third-party Rating,2025-04-30
S0398,Lumen Manufacturing,Facility,Indonesia,Asia,89701.55,70.23750000000001,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-04-08
S0399,Alpine Group,IT Services,Indonesia,Asia,106978.57,58.9,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-06-16
S0400,Atlas Logistics,Tools & Machinery,New Zealand,Oceania,450195.89,44.936,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-01-01
S0401,Argent Manufacturing,Components,Brazil,Americas,295432.91,40.577200000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-30
S0402,Cascade Group,Chemicals,Singapore,Asia,120589.0,24.0628,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-03-03
S0403,Argent Partners,Packaging,Taiwan,Asia,121933.01,40.5536,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-06-24
S0404,Cascade Industries,Metals & Minerals,Tunisia,Africa,1231084.32,68.94,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-03-11
S0405,Nimbus Systems,Metals & Minerals,Canada,Americas,575467.69,40.970000000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-08-26
S0406,Eclipse Services,IT Services,Italy,Europe,127053.41,47.7,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Supplier Questionnaire,2025-05-05
S0407,Orion Holdings,Metals & Minerals,Morocco,Africa,395080.51,60.1724,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-04-03
S0408,Alpine Systems,Consulting,Singapore,Asia,50847.7,55.9348,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2025-05-26
S0409,Aurora Systems,Packaging,Switzerland,Europe,107132.49,29.561900000000005,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2025-03-27
S0410,Cascade Holdings,Packaging,Mexico,Americas,376701.13,56.940799999999996,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-03-26
S0411,Vega Holdings,Logistics,Tunisia,Africa,74959.28,66.6641,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Internal Assessment,2025-03-03
S0412,Aurora Systems,Components,Brazil,Americas,581441.31,75.7692,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-02-11
S0413,Cascade Holdings,Consulting,South Korea,Asia,26158.71,46.8684,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-04-10
S0414,Nimbus Group,IT Services,Tunisia,Africa,537479.64,54.8952,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-07-03
S0415,Lumen Partners,Facility,Tunisia,Africa,168395.11,48.8116,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-23
S0416,Meridian Partners,Chemicals,Malaysia,Asia,145586.54,63.6612,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-05-18
S0417,Lumen Services,Components,United Kingdom,Europe,392322.5,33.4456,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-01-16
S0418,Aurora Holdings,Metals & Minerals,Malaysia,Asia,403809.6,54.27940000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-07-13
S0419,Cobalt Components,Packaging,Brazil,Americas,208197.29,49.8755,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Internal Assessment,2025-07-06
S0420,Novatek Services,Metals & Minerals,Vietnam,Asia,77482.22,70.1897,High Risk,Prioritize for audit and mitigation plan,0.3333333333333333,Supplier Questionnaire,2025-11-13
S0421,Helios Manufacturing,Consulting,South Africa,Africa,253768.33,56.59720000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-10-02
S0422,Orion Holdings,IT Services,Turkey,Europe/Asia,140479.01,57.910399999999996,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-01-04
S0423,Nimbus Manufacturing,Metals & Minerals,Singapore,Asia,197625.81,50.4232,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-03-25
S0424,Eclipse Components,Metals & Minerals,Tunisia,Africa,192108.11,79.6028,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-10-09
S0425,Nimbus Partners,IT Services,Switzerland,Europe,161806.63,31.512800000000006,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-08-17
S0426,Eclipse Services,Components,Indonesia,Asia,163694.82,78.4676,High Risk,Request signature/commitment before continuation,0.6666666666666666,Third-party Rating,2025-11-27
S0427,Meridian Group,Tools & Machinery,South Africa,Africa,530194.37,61.662400000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-10-20
S0428,Atlas Systems,Components,Switzerland,Europe,444193.88,38.05200000000001,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-10-12
S0429,Lumen Supply,Metals & Minerals,United Arab Emirates,Middle East,373533.22,55.8524,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-09-28
S0430,Argent Materials,Chemicals,Malaysia,Asia,357236.31,42.7656,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-08-09
S0431,Vega Materials,IT Services,United States,Americas,31722.51,36.818799999999996,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-10-16
S0432,Novatek Holdings,Chemicals,South Africa,Africa,58474.05,48.117999999999995,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-20
S0433,Eclipse Manufacturing,Facility,United States,Americas,334908.26,47.254099999999994,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-08-27
S0434,Vega Systems,IT Services,United States,Americas,91071.93,29.3624,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2025-04-04
S0435,Novatek Manufacturing,Metals & Minerals,China,Asia,219529.77,59.316,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-03-31
S0436,Lumen Services,Components,Brazil,Americas,116207.01,50.4606,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-30
S0437,Orion Services,Facility,South Africa,Africa,74555.67,55.5004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-05-05
S0438,Helios Group,Tools & Machinery,Morocco,Africa,540682.7,53.1572,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-24
S0439,Zenith Materials,Consulting,Tunisia,Africa,241507.14,48.6216,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-10-05
S0440,Cobalt Holdings,Metals & Minerals,Italy,Europe,564565.09,61.47,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-10-20
S0441,Argent Materials,Packaging,Japan,Asia,87288.22,60.436800000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-08-21
S0442,Argent Systems,Tools & Machinery,China,Asia,394772.61,53.56,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-14
S0443,Eclipse Holdings,Facility,Vietnam,Asia,408161.68,79.5258,High Risk,Immediate corrective action + 30-day follow-up,0.6666666666666666,Supplier Questionnaire,2025-07-26
S0444,Cascade Partners,Packaging,Italy,Europe,78821.41,36.580799999999996,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-11-30
S0445,Cascade Materials,Consulting,New Zealand,Oceania,158262.32,31.229200000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-02-21
S0446,Nimbus Group,Facility,Germany,Europe,671077.9,30.286000000000005,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-01-17
S0447,Helios Manufacturing,Components,Saudi Arabia,Middle East,630746.24,56.38,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-04-29
S0448,Vega Holdings,IT Services,Taiwan,Asia,103779.8,38.0496,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-10-09
S0449,Alpine Components,Components,Malaysia,Asia,588837.38,68.2988,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-10-06
S0450,Helios Supply,Packaging,Australia,Oceania,46342.75,31.6856,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-01-04
S0451,Atlas Supply,IT Services,Singapore,Asia,153346.18,20.722000000000005,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-12-01
S0452,Novatek Components,Tools & Machinery,France,Europe,588301.61,30.8664,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2024-02-03
S0453,Nimbus Industries,Tools & Machinery,Italy,Europe,485345.19,34.961600000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Supplier Questionnaire,2024-03-30
S0454,Orion Manufacturing,Chemicals,Malaysia,Asia,265260.75,59.5792,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-09-18
S0455,Meridian Materials,Logistics,Switzerland,Europe,507443.85,46.261100000000006,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Supplier Questionnaire,2024-10-26
S0456,Eclipse Group,Logistics,South Korea,Asia,199750.65,60.2364,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-01-18
S0457,Cobalt Materials,Consulting,South Africa,Africa,149180.41,87.86320000000002,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Supplier Questionnaire,2024-08-18
S0458,Argent Partners,Packaging,Spain,Europe,163346.86,63.572,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-03-11
S0459,Argent Systems,Components,Malaysia,Asia,150785.28,53.87720000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-12-12
S0460,Vega Systems,Logistics,United Kingdom,Europe,321259.14,51.3492,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-07-25
S0461,Eclipse Supply,Packaging,South Korea,Asia,134032.41,53.5864,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-10-26
S0462,Lumen Logistics,Components,Switzerland,Europe,617638.07,47.1156,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-06-17
S0463,Helios Holdings,Chemicals,Spain,Europe,293052.81,44.3532,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-09-24
S0464,Zenith Logistics,IT Services,Australia,Oceania,107706.39,35.2136,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2024-04-12
S0465,Eclipse Industries,IT Services,South Korea,Asia,74728.74,80.6896,High Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2025-12-28
S0466,Lumen Systems,Facility,Switzerland,Europe,203346.34,39.845600000000005,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2024-10-16
S0467,Orion Systems,Facility,Morocco,Africa,444455.36,56.10520000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-11-01
S0468,Orion Materials,Components,Germany,Europe,175040.3,28.744400000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-02-24
S0469,Vega Industries,Chemicals,Indonesia,Asia,517923.23,86.8712,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-06-02
S0470,Zenith Services,Tools & Machinery,Singapore,Asia,356176.71,35.58120000000001,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-02-15
S0471,Helios Services,Components,Vietnam,Asia,443342.36,54.5745,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-06-20
S0472,Cobalt Partners,Tools & Machinery,Canada,Americas,620104.36,39.6632,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-04-07
S0473,Meridian Holdings,Facility,Saudi Arabia,Middle East,147754.63,66.2976,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-07-29
S0474,Eclipse Logistics,Consulting,Canada,Americas,324443.07,47.5029,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-27
S0475,Meridian Systems,Tools & Machinery,Switzerland,Europe,201210.65,36.1336,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2024-03-07
S0476,Lumen Supply,Components,United States,Americas,1105640.44,42.617399999999996,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Third-party Rating,2024-10-24
S0477,Argent Group,IT Services,United States,Americas,154984.86,42.395399999999995,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-10-12
S0478,Helios Industries,Chemicals,Malaysia,Asia,520584.54,37.7372,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-11-09
S0479,Lumen Group,Chemicals,United Kingdom,Europe,116290.95,37.751200000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2024-07-15
S0480,Argent Holdings,Components,South Africa,Africa,285794.89,50.2632,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-08-11
S0481,Helios Logistics,Facility,France,Europe,116621.74,16.5184,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-02-29
S0482,Argent Group,Tools & Machinery,Singapore,Asia,193729.73,42.690400000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-07-25
S0483,Zenith Systems,Chemicals,United Arab Emirates,Middle East,253281.23,64.9596,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-11
S0484,Nimbus Partners,Consulting,Morocco,Africa,314071.33,50.47800000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-02-16
S0485,Lumen Partners,Consulting,Thailand,Asia,357702.86,48.554,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-10-04
S0486,Cascade Industries,Metals & Minerals,Spain,Europe,301723.49,39.032799999999995,Low Risk,Approved; monitor annually,0.6666666666666666,Third-party Rating,2024-06-10
S0487,Aurora Supply,Facility,Australia,Oceania,43089.71,39.033199999999994,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-07-08
S0488,Vega Supply,Facility,United States,Americas,221002.17,41.3504,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-06-02
S0489,Vega Services,Components,New Zealand,Oceania,409060.82,32.858000000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2025-07-24
S0490,Nimbus Logistics,Components,United Arab Emirates,Middle East,530947.47,40.1664,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-12-05
S0491,Cobalt Partners,Components,Saudi Arabia,Middle East,182726.62,67.41640000000001,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-02-23
S0492,Aurora Systems,Metals & Minerals,Italy,Europe,199016.07,46.454,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-08-15
S0493,Zenith Holdings,Facility,Germany,Europe,83081.0,48.7904,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-10-22
S0494,Atlas Group,Tools & Machinery,United States,Americas,926964.53,54.8876,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2025-07-25
S0495,Atlas Partners,Tools & Machinery,Canada,Americas,1784884.72,31.915999999999993,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-09-09
S0496,Cobalt Materials,IT Services,Switzerland,Europe,87630.47,53.8536,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-15
S0497,Alpine Components,Logistics,United Kingdom,Europe,167414.02,52.786,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-08-13
S0498,Atlas Group,Packaging,Singapore,Asia,270045.42,46.374,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-09-18
S0499,Lumen Logistics,Tools & Machinery,China,Asia,1049624.03,84.4111,High Risk,Prioritize for audit and mitigation plan,1.0,Third-party Rating,2025-11-20
S0500,Meridian Supply,Facility,Saudi Arabia,Middle East,684676.77,50.7784,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-12-31
S0501,Zenith Manufacturing,Components,Vietnam,Asia,142549.34,69.1563,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-08-08
S0502,Novatek Materials,IT Services,New Zealand,Oceania,119352.76,34.706,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-04-28
S0503,Helios Manufacturing,Metals & Minerals,United Kingdom,Europe,382556.16,32.916799999999995,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-09-18
S0504,Vega Holdings,Packaging,Japan,Asia,212684.57,27.592800000000004,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-06-25
S0505,Eclipse Group,Metals & Minerals,United Kingdom,Europe,497277.35,45.99679999999999,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-02-09
S0506,Novatek Manufacturing,Consulting,Philippines,Asia,116873.44,68.9959,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-09-11
S0507,Cascade Materials,Consulting,Philippines,Asia,134723.46,56.0388,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-18
S0508,Novatek Group,IT Services,Philippines,Asia,683954.24,43.4496,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-03-17
S0509,Vega Supply,Metals & Minerals,Tunisia,Africa,236657.29,56.857000000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-03-17
S0510,Cobalt Systems,Packaging,United Kingdom,Europe,165464.41,30.067999999999998,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-05-23
S0511,Nimbus Services,Tools & Machinery,Spain,Europe,2703352.7,55.624,Medium Risk,Request signature/commitment before continuation,0.6666666666666666,Supplier Questionnaire,2024-10-24
S0512,Vega Holdings,Metals & Minerals,Australia,Oceania,234160.57,43.5763,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-04-05
S0513,Eclipse Group,Packaging,Italy,Europe,280832.36,42.754000000000005,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-07-20
S0514,Lumen Components,Components,Mexico,Americas,1333482.22,59.809200000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-01-08
