supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level,env_score,social_score,governance_score,last_update,data_source,audited,audit_date,audit_score,non_compliance_level,action_deadline_days,audited_by_third_party,incident_penalty,esg_fields_present,esg_completeness,env_score_imputed,social_score_imputed,governance_score_imputed,dependency_penalty,tier_penalty,traceability_penalty,charter_penalty,made_in_penalty,audit_penalty,risk_score,risk_class,spend_exposure_class,recommended_action
S0564,Zenith Components,Germany,Europe,Low,5,Logistics,Tier 1,High,151019.21,2023-12-21,True,True,Full,67.1,65.09,52.9,2024-09-13,Internal Assessment,True,2024-07-27,87.45,None,365.0,True,0.0,3,1.0,67.1,65.09,52.9,5,0,0,0,0,0.0,45.998000000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0565,Eclipse Systems,Tunisia,Africa,Medium,15,Facility,Tier 1,Medium,113897.39,2016-02-12,True,True,Partial,70.43,75.2,76.24,2024-09-06,Internal Assessment,True,2024-02-11,63.36,Minor,180.0,True,0.0,3,1.0,70.43,75.2,76.24,2,0,4,0,0,8.66,48.7128,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0566,Meridian Partners,United States,Americas,Low,5,Packaging,Tier 2,Low,30511.18,2016-09-21,True,True,Full,77.83,81.81,73.03,2024-09-22,Supplier Questionnaire,False,,,,,False,3.0,3,1.0,77.83,81.81,73.03,0,4,0,0,0,2.0,32.513999999999996,Low Risk,Low Spend,Approved; monitor annually
S0567,Helios Components,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,Low,249349.87,2021-12-30,True,True,Partial,76.93,67.53,67.86,2024-10-15,Internal Assessment,False,,,,,False,12.0,3,1.0,76.93,67.53,67.86,0,0,4,0,0,6.0,60.0824,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0568,Alpine Holdings,Malaysia,Asia,Medium,15,Packaging,Tier 1,Medium,23409.48,2018-11-30,True,True,Full,72.8,63.51,66.88,2025-05-06,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,72.8,63.51,66.88,2,0,0,0,0,6.0,49.0604,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0569,Lumen Holdings,United Arab Emirates,Middle East,Medium,15,IT Services,Tier 2,Low,259398.61,2023-10-17,True,True,Partial,82.15,58.14,78.93,2024-05-16,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,82.15,58.14,78.93,0,4,4,0,0,6.0,50.734399999999994,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0570,Zenith Supply,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 3,Medium,327106.31,2016-05-24,True,True,Partial,48.93,62.57,78.59,2024-05-28,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,48.93,62.57,78.59,2,8,4,0,0,6.0,64.3728,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0571,Argent Components,Spain,Europe,Low,5,Packaging,Tier 1,Medium,75088.23,2018-06-02,True,True,Limited,83.09,60.86,56.51,2025-12-07,Third-party Rating,False,,,,,False,0.0,3,1.0,83.09,60.86,56.51,2,0,10,0,0,2.0,51.0576,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0572,Aurora Partners,Switzerland,Europe,Low,5,IT Services,Tier 1,Low,156659.65,2025-11-10,True,True,Partial,,60.39,52.7,2025-10-17,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,69.77,60.39,52.7,0,0,4,0,0,2.0,48.1944,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0573,Vega Partners,South Korea,Asia,Low,5,Packaging,Tier 1,Low,162286.4,2022-03-06,True,True,Limited,91.56,,66.88,2024-03-31,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,91.56,64.11,66.88,0,0,10,0,0,2.0,42.0676,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0574,Lumen Partners,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 1,Low,141742.26,2023-01-07,True,True,Full,58.88,80.03,67.31,2025-09-04,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,58.88,80.03,67.31,0,0,0,0,0,2.0,34.7124,Low Risk,Low Spend,Approved; monitor annually
S0575,Helios Systems,Tunisia,Africa,Medium,15,Facility,Tier 2,Medium,115926.28,2019-04-06,True,True,Full,54.21,64.07,,2025-06-17,Supplier Questionnaire,False,,,,,False,3.0,2,0.6666666666666666,54.21,64.07,67.76,2,4,0,0,0,6.0,59.410000000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0576,Nimbus Systems,Thailand,Asia,Medium,15,Chemicals,Tier 1,Medium,166293.35,2021-03-04,True,True,Full,84.28,42.67,79.78,2025-04-18,Third-party Rating,False,,,,,False,0.0,3,1.0,84.28,42.67,79.78,2,0,0,0,0,6.0,50.054,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0577,Novatek Supply,Turkey,Europe/Asia,Medium,15,Metals & Minerals,Tier 1,Low,293817.9,2016-05-01,True,True,Limited,63.51,55.73,,2024-10-14,Third-party Rating,False,,,,,False,3.0,2,0.6666666666666666,63.51,55.73,67.18,0,0,10,0,0,6.0,64.32759999999999,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0578,Vega Logistics,China,Asia,High,25,Components,Tier 1,Medium,207496.54,2016-10-13,True,True,Partial,75.3,72.98,63.21,2024-09-05,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,75.3,72.98,63.21,2,0,4,0,0,6.0,59.0968,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0579,Meridian Supply,France,Europe,Low,5,Components,Tier 2,Low,136576.81,2021-09-02,False,True,Partial,77.38,69.14,62.48,2024-04-30,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,77.38,69.14,62.48,0,4,4,12,0,2.0,55.434000000000005,Medium Risk,Low Spend,Request signature/commitment before continuation
S0580,Argent Industries,India,Asia,High,25,Chemicals,Tier 1,Medium,129977.91,2022-11-21,False,True,Partial,,58.77,72.54,2025-04-08,Internal Assessment,True,2024-09-26,98.0,Minor,180.0,True,24.0,2,0.6666666666666666,70.39,58.77,72.54,2,0,4,12,0,7.0,85.52,High Risk,Low Spend,Request signature/commitment before continuation
S0581,Eclipse Supply,Saudi Arabia,Middle East,Medium,15,IT Services,Tier 1,Medium,103058.99,2017-09-03,True,True,Full,63.19,57.66,71.16,2025-02-12,Internal Assessment,False,,,,,False,3.0,3,1.0,63.19,57.66,71.16,2,0,0,0,0,6.0,54.3716,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0582,Orion Partners,Italy,Europe,Low,5,Facility,Tier 1,Low,257317.56,2017-01-16,True,True,Partial,72.6,75.93,83.92,2024-11-13,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,72.6,75.93,83.92,0,0,4,0,0,2.0,31.1956,Low Risk,Medium Spend,Approved; monitor annually
S0583,Nimbus Supply,Taiwan,Asia,Low,5,Logistics,Tier 2,Medium,423778.17,2016-04-25,True,True,Partial,72.49,77.23,67.53,2024-08-09,Third-party Rating,True,2025-06-15,81.84,None,365.0,False,0.0,3,1.0,72.49,77.23,67.53,2,4,4,0,0,0.0,39.9512,Low Risk,Medium Spend,Approved; monitor annually
S0584,Meridian Services,United Kingdom,Europe,Low,5,Chemicals,Tier 1,Low,341023.59,2025-05-10,True,True,Partial,78.63,98.0,87.27,2025-03-14,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,78.63,98.0,87.27,0,0,4,0,0,2.0,19.607200000000002,Low Risk,Medium Spend,Approved; monitor annually
S0585,Argent Services,New Zealand,Oceania,Low,5,Components,Tier 3,Low,244111.1,2023-02-01,True,True,Partial,65.03,51.77,73.13,2025-06-15,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.03,51.77,73.13,0,8,4,0,0,2.0,54.432,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0586,Cobalt Manufacturing,Philippines,Asia,Medium,15,Components,Tier 1,Low,213396.65,2024-09-14,True,True,Partial,69.87,65.92,71.12,2025-03-07,Third-party Rating,True,2024-09-16,87.79,None,365.0,True,0.0,3,1.0,69.87,65.92,71.12,0,0,4,0,0,0.0,43.559999999999995,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0587,Alpine Logistics,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Low,732788.16,2019-05-23,True,True,Limited,72.68,52.4,,2024-12-23,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,72.68,52.4,67.18,0,0,10,0,0,6.0,61.442,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0588,Eclipse Partners,Canada,Americas,Low,5,Components,Tier 1,Medium,595165.5,2024-02-22,False,True,Limited,89.41,42.3,65.21,2025-01-14,Third-party Rating,False,,,,,False,0.0,3,1.0,89.41,42.3,65.21,2,0,10,12,0,2.0,65.928,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0589,Vega Components,Indonesia,Asia,High,25,Tools & Machinery,Tier 1,Low,1027226.09,2020-07-08,True,True,Partial,,52.42,81.31,2024-11-15,Internal Assessment,False,,,,,False,0.0,2,0.6666666666666666,70.45,52.42,81.31,0,0,4,0,0,6.0,57.0368,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0590,Atlas Manufacturing,Canada,Americas,Low,5,Components,Tier 1,Medium,419381.82,2022-06-07,True,True,Full,67.25,76.32,,2024-09-10,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,67.25,76.32,69.62,2,0,0,0,0,2.0,35.113600000000005,Low Risk,Medium Spend,Approved; monitor annually
S0591,Alpine Holdings,United Kingdom,Europe,Low,5,Packaging,Tier 2,Medium,554738.5,2016-10-24,True,True,Partial,,68.34,54.3,2025-11-02,Third-party Rating,False,,,,,False,3.0,2,0.6666666666666666,72.38,68.34,54.3,2,4,4,0,0,2.0,51.4216,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0592,Cascade Supply,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,419486.23,2016-08-08,True,True,Partial,65.8,65.35,,2025-06-24,Internal Assessment,True,2025-02-03,93.0,None,365.0,True,0.0,2,0.6666666666666666,65.8,65.35,67.18,2,0,4,0,0,0.0,48.1884,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0593,Alpine Logistics,Australia,Oceania,Low,5,Facility,Tier 2,Medium,82153.66,2024-09-17,False,True,Partial,63.37,63.63,65.16,2025-03-24,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,63.37,63.63,65.16,2,4,4,12,0,2.0,62.7032,Medium Risk,Low Spend,Request signature/commitment before continuation
S0594,Argent Group,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,Low,243129.3,2018-03-11,True,True,Full,67.73,57.8,51.64,2024-11-09,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,67.73,57.8,51.64,0,0,0,0,0,6.0,61.140800000000006,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0595,Atlas Supply,India,Asia,High,25,Facility,Tier 1,Low,247277.98,2022-08-01,True,True,Full,58.12,66.6,66.2,2025-07-15,Supplier Questionnaire,True,2025-04-12,60.3,None,365.0,True,3.0,3,1.0,58.12,66.6,66.2,0,0,0,0,0,2.4250000000000007,53.7274,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0596,Orion Materials,China,Asia,High,25,Logistics,Tier 1,Low,102851.35,2020-12-23,True,True,Partial,48.94,60.42,57.93,2024-03-28,Supplier Questionnaire,True,2024-03-28,62.07,Minor,180.0,True,0.0,3,1.0,48.94,60.42,57.93,0,0,4,0,0,8.9825,70.3237,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0597,Novatek Components,China,Asia,High,25,Logistics,Tier 1,Medium,648251.84,2018-04-13,True,True,Partial,62.21,52.05,59.67,2024-11-03,Internal Assessment,True,2024-06-12,79.38,None,365.0,False,3.0,3,1.0,62.21,52.05,59.67,2,0,4,0,0,0.0,64.0668,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0598,Atlas Services,Germany,Europe,Low,5,Components,Tier 1,Medium,507634.15,2025-12-15,True,True,Partial,81.96,70.27,,2025-02-25,Internal Assessment,False,,,,,False,0.0,2,0.6666666666666666,81.96,70.27,69.62,2,0,4,0,0,2.0,37.4148,Low Risk,Medium Spend,Approved; monitor annually
S0599,Zenith Manufacturing,United States,Americas,Low,5,Components,Tier 1,Low,369113.75,2017-12-29,True,False,Partial,56.48,80.4,,2024-09-24,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,56.48,80.4,69.62,0,0,4,0,5,2.0,43.4972,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0600,Cascade Supply,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,Medium,394148.26,2022-10-18,True,True,Partial,65.82,67.61,67.06,2025-12-06,Supplier Questionnaire,True,2025-05-26,71.51,Minor,180.0,True,0.0,3,1.0,65.82,67.61,67.06,2,0,4,0,0,7.0,54.3172,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0601,Atlas Supply,Italy,Europe,Low,5,Facility,Tier 1,Medium,132468.32,2024-09-04,True,True,Full,90.99,80.63,85.76,2024-11-28,Third-party Rating,False,,,,,False,0.0,3,1.0,90.99,80.63,85.76,2,0,0,0,0,2.0,21.5776,Low Risk,Low Spend,Approved; monitor annually
S0602,Aurora Partners,Brazil,Americas,Medium,15,Packaging,Tier 1,Low,42835.94,2023-04-08,True,True,Partial,,84.45,68.98,2024-07-24,Supplier Questionnaire,True,2025-07-29,58.32,None,365.0,True,0.0,2,0.6666666666666666,72.38,84.45,68.98,0,0,4,0,0,2.92,39.050000000000004,Low Risk,Low Spend,Approved; monitor annually
S0603,Eclipse Industries,China,Asia,High,25,IT Services,Tier 3,Medium,71873.86,2019-06-16,True,True,Limited,60.17,50.34,51.8,2025-10-28,Internal Assessment,True,2024-10-14,38.89,Major,30.0,False,0.0,3,1.0,60.17,50.34,51.8,2,8,10,0,0,22.7775,100.0,High Risk,Low Spend,Immediate corrective action + 30-day follow-up
S0604,Alpine Supply,Mexico,Americas,Medium,15,Metals & Minerals,Tier 1,Medium,1261291.52,2019-09-16,True,True,Partial,62.11,76.12,89.84,2024-07-01,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,62.11,76.12,89.84,2,0,4,0,0,6.0,43.6624,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0605,Meridian Systems,Tunisia,Africa,Medium,15,IT Services,Tier 2,High,264883.7,2020-05-19,True,True,Full,76.32,58.02,76.31,2024-03-13,Third-party Rating,True,2024-05-20,73.11,None,365.0,True,0.0,3,1.0,76.32,58.02,76.31,5,4,0,0,0,0.0,48.2532,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0606,Eclipse Supply,Tunisia,Africa,Medium,15,Components,Tier 1,High,1323962.42,2023-04-01,True,True,Limited,96.0,82.44,50.3,2024-02-28,Third-party Rating,False,,,,,False,0.0,3,1.0,96.0,82.44,50.3,5,0,10,0,0,6.0,53.298,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0607,Aurora Services,United Kingdom,Europe,Low,5,Components,Tier 3,Medium,551622.44,2024-12-31,True,True,Limited,71.6,67.34,54.82,2025-02-28,Internal Assessment,False,,,,,False,3.0,3,1.0,71.6,67.34,54.82,2,8,10,0,0,2.0,61.8736,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0608,Eclipse Logistics,China,Asia,High,25,Components,Tier 1,Low,347198.03,2020-03-19,True,True,Full,65.06,52.99,78.84,2025-10-04,Supplier Questionnaire,True,2025-12-23,56.72,Minor,180.0,True,3.0,3,1.0,65.06,52.99,78.84,0,0,0,0,0,10.32,61.078399999999995,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0609,Aurora Components,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,603387.97,2025-02-12,False,False,Limited,74.5,64.35,43.44,2024-08-14,Internal Assessment,True,2024-05-01,79.94,None,365.0,True,0.0,3,1.0,74.5,64.35,43.44,0,0,10,12,5,0.0,74.7492,High Risk,Medium Spend,Request signature/commitment before continuation
S0610,Cascade Systems,Spain,Europe,Low,5,Components,Tier 1,Low,101452.26,2018-02-07,True,True,Partial,78.19,80.16,86.15,2024-08-07,Third-party Rating,False,,,,,False,0.0,3,1.0,78.19,80.16,86.15,0,0,4,0,0,2.0,27.224800000000002,Low Risk,Low Spend,Approved; monitor annually
S0611,Eclipse Materials,Japan,Asia,Low,5,Components,Tier 1,Low,1166699.8,2023-04-29,False,False,Full,80.72,58.54,52.16,2025-03-26,Internal Assessment,False,,,,,False,3.0,3,1.0,80.72,58.54,52.16,0,0,0,12,5,2.0,60.6912,Medium Risk,High Spend,Request signature/commitment before continuation
S0612,Meridian Partners,United States,Americas,Low,5,IT Services,Tier 1,Medium,490937.98,2017-04-25,True,True,Partial,73.55,69.88,73.79,2024-12-08,Third-party Rating,False,,,,,False,0.0,3,1.0,73.55,69.88,73.79,2,0,4,0,0,2.0,38.5912,Low Risk,Medium Spend,Approved; monitor annually
S0613,Helios Partners,Spain,Europe,Low,5,Packaging,Tier 3,Medium,157069.12,2017-10-17,True,True,Full,65.12,61.33,77.7,2024-11-06,Internal Assessment,False,,,,,False,0.0,3,1.0,65.12,61.33,77.7,2,8,0,0,0,2.0,47.120400000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0614,Meridian Group,Thailand,Asia,Medium,15,Consulting,Tier 1,Low,200493.88,2018-05-17,True,True,Partial,62.02,60.64,70.45,2024-01-26,Supplier Questionnaire,True,2025-05-28,65.17,Minor,180.0,True,0.0,3,1.0,62.02,60.64,70.45,0,0,4,0,0,8.2075,56.2919,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0615,Novatek Supply,South Africa,Africa,Medium,15,Components,Tier 2,Medium,298192.69,2018-06-21,True,True,Full,79.11,59.31,76.74,2024-10-10,Supplier Questionnaire,True,2025-11-21,92.31,Minor,180.0,True,0.0,3,1.0,79.11,59.31,76.74,2,4,0,0,0,7.0,50.8184,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0616,Novatek Components,Spain,Europe,Low,5,Components,Tier 2,Medium,777719.85,2024-09-13,True,True,Full,72.8,65.84,,2025-11-13,Third-party Rating,True,2024-12-05,66.8,None,365.0,True,7.0,2,0.6666666666666666,72.8,65.84,69.62,2,4,0,0,0,0.8000000000000007,44.4016,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0617,Lumen Services,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Medium,663853.21,2019-08-04,True,True,Partial,,88.05,74.98,2024-08-30,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,67.95,88.05,74.98,2,0,4,0,0,2.0,32.510400000000004,Low Risk,Medium Spend,Approved; monitor annually
S0618,Alpine Logistics,United Kingdom,Europe,Low,5,Chemicals,Tier 1,Low,16666.67,2021-12-04,True,True,Partial,77.22,83.21,82.93,2025-11-09,Internal Assessment,False,,,,,False,0.0,3,1.0,77.22,83.21,82.93,0,0,4,0,0,2.0,27.306800000000003,Low Risk,Low Spend,Approved; monitor annually
S0619,Cobalt Holdings,South Africa,Africa,Medium,15,Components,Tier 2,Low,227745.87,2025-09-08,True,True,Limited,69.95,54.92,59.81,2024-10-09,Third-party Rating,True,2025-04-05,55.42,Minor,180.0,True,0.0,3,1.0,69.95,54.92,59.81,0,4,10,0,0,10.645,72.20179999999999,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0620,Cascade Group,China,Asia,High,25,IT Services,Tier 2,High,90377.33,2018-07-31,True,True,Partial,61.72,45.24,52.2,2025-12-18,Supplier Questionnaire,True,2025-01-05,61.9,Minor,180.0,False,3.0,3,1.0,61.72,45.24,52.2,5,4,4,0,0,9.025,85.3434,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0621,Zenith Industries,Taiwan,Asia,Low,5,Components,Tier 2,Medium,108033.13,2023-09-24,True,True,Limited,83.51,78.63,66.44,2025-08-08,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,83.51,78.63,66.44,2,4,10,0,0,2.0,44.6544,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0622,Argent Industries,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,High,1450070.04,2017-04-22,True,True,Partial,66.43,72.66,63.32,2024-05-11,Supplier Questionnaire,True,2025-01-20,71.74,None,365.0,True,15.0,3,1.0,66.43,72.66,63.32,5,0,4,0,0,0.0,63.0732,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0623,Zenith Logistics,Thailand,Asia,Medium,15,Components,Tier 2,High,469022.3,2018-05-11,True,True,Limited,76.46,53.67,76.03,2024-11-20,Third-party Rating,True,2025-04-29,81.04,None,365.0,False,0.0,3,1.0,76.46,53.67,76.03,5,4,10,0,0,0.0,60.043600000000005,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0624,Lumen Manufacturing,India,Asia,High,25,Metals & Minerals,Tier 1,High,839107.12,2016-09-25,True,False,Partial,48.7,49.91,67.75,2024-02-12,Internal Assessment,True,2024-03-23,64.53,Minor,180.0,False,0.0,3,1.0,48.7,49.91,67.75,5,0,4,0,5,8.3675,80.8375,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0625,Nimbus Services,Germany,Europe,Low,5,Facility,Tier 1,Medium,173071.06,2019-05-15,False,True,Full,72.57,,65.91,2024-10-18,Supplier Questionnaire,True,2025-10-14,98.0,None,365.0,True,0.0,2,0.6666666666666666,72.57,66.305,65.91,2,0,0,12,0,0.0,48.8172,Medium Risk,Low Spend,Request signature/commitment before continuation
S0626,Atlas Systems,India,Asia,High,25,Metals & Minerals,Tier 1,High,205267.07,2024-04-13,True,False,Full,53.6,61.44,57.28,2025-10-07,Supplier Questionnaire,True,2025-11-02,63.2,Minor,180.0,False,12.0,3,1.0,53.6,61.44,57.28,5,0,0,0,5,8.7,81.1364,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0627,Eclipse Group,South Korea,Asia,Low,5,Chemicals,Tier 2,Low,39823.62,2022-03-02,True,True,Partial,75.08,54.85,65.07,2025-05-26,Supplier Questionnaire,True,2025-01-30,73.96,None,365.0,True,0.0,3,1.0,75.08,54.85,65.07,0,4,4,0,0,0.0,46.9652,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0628,Meridian Services,Taiwan,Asia,Low,5,Chemicals,Tier 1,High,184889.11,2023-01-23,True,True,Partial,93.99,73.63,53.41,2024-01-06,Third-party Rating,False,,,,,False,0.0,3,1.0,93.99,73.63,53.41,5,0,4,0,0,2.0,40.8896,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0629,Aurora Logistics,Indonesia,Asia,High,25,Tools & Machinery,Tier 2,Low,230272.05,2016-05-13,True,True,Full,70.7,71.26,,2025-12-15,Internal Assessment,True,2024-04-18,68.02,Minor,180.0,True,12.0,2,0.6666666666666666,70.7,71.26,70.97,0,4,0,0,0,7.495000000000001,60.83460000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0630,Vega Logistics,Taiwan,Asia,Low,5,Facility,Tier 1,Medium,123080.49,2023-05-11,True,True,Full,71.12,71.8,53.58,2025-10-26,Third-party Rating,True,2025-06-05,64.08,Minor,180.0,True,0.0,3,1.0,71.12,71.8,53.58,2,0,0,0,0,8.48,47.4508,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0631,Vega Systems,Switzerland,Europe,Low,5,Packaging,Tier 2,Low,106956.02,2024-06-08,True,False,Full,78.19,87.66,74.43,2024-11-29,Third-party Rating,False,,,,,False,0.0,3,1.0,78.19,87.66,74.43,0,4,0,0,5,2.0,32.9752,Low Risk,Low Spend,Approved; monitor annually
S0632,Lumen Partners,China,Asia,High,25,Packaging,Tier 1,Medium,857175.87,2024-01-19,True,False,Full,66.12,30.71,57.37,2025-12-06,Third-party Rating,True,2025-10-31,76.66,None,365.0,False,0.0,3,1.0,66.12,30.71,57.37,2,0,0,0,5,0.0,71.594,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0633,Lumen Holdings,Saudi Arabia,Middle East,Medium,15,Chemicals,Tier 1,Low,371099.97,2018-01-21,True,True,Limited,61.85,,63.46,2024-02-20,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,61.85,68.28,63.46,0,0,10,0,0,6.0,59.3128,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0634,Aurora Holdings,Saudi Arabia,Middle East,Medium,15,IT Services,Tier 1,Low,197014.25,2017-02-12,True,False,Full,80.28,38.62,79.88,2025-10-02,Third-party Rating,False,,,,,False,3.0,3,1.0,80.28,38.62,79.88,0,0,0,0,5,6.0,57.412,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0635,Meridian Industries,Japan,Asia,Low,5,IT Services,Tier 1,Medium,153694.02,2021-04-22,True,True,Partial,80.27,65.27,70.15,2025-12-10,Supplier Questionnaire,True,2024-10-14,93.05,None,365.0,True,0.0,3,1.0,80.27,65.27,70.15,2,0,4,0,0,0.0,37.7184,Low Risk,Low Spend,Approved; monitor annually
S0636,Helios Logistics,Germany,Europe,Low,5,Facility,Tier 1,High,252767.62,2025-05-11,True,True,Limited,,49.66,72.01,2024-12-08,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,67.09,49.66,72.01,5,0,10,0,0,2.0,58.0576,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0637,Vega Industries,China,Asia,High,25,Metals & Minerals,Tier 2,Low,546915.99,2019-02-27,True,True,Partial,55.67,65.53,58.32,2024-08-05,Third-party Rating,False,,,,,False,12.0,3,1.0,55.67,65.53,58.32,0,4,4,0,0,6.0,73.888,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0638,Zenith Logistics,Italy,Europe,Low,5,Logistics,Tier 3,Low,99175.26,2021-01-25,True,True,Partial,66.54,,83.57,2024-06-15,Internal Assessment,True,2024-01-01,74.63,None,365.0,True,7.0,2,0.6666666666666666,66.54,65.365,83.57,0,8,4,0,0,0.0,47.080400000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0639,Vega Manufacturing,South Africa,Africa,Medium,15,IT Services,Tier 1,Low,338765.07,2020-07-17,False,True,Full,64.16,49.41,62.42,2025-12-22,Internal Assessment,True,2025-05-07,59.06,None,365.0,True,0.0,3,1.0,64.16,49.41,62.42,0,0,0,12,0,2.7349999999999994,65.2818,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0640,Novatek Industries,Vietnam,Asia,High,25,Facility,Tier 1,Medium,214741.61,2021-02-24,True,True,Full,67.92,43.05,65.45,2025-10-12,Supplier Questionnaire,True,2024-10-31,66.49,Minor,180.0,False,0.0,3,1.0,67.92,43.05,65.45,2,0,0,0,0,7.877500000000001,66.4459,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0641,Nimbus Industries,Italy,Europe,Low,5,Metals & Minerals,Tier 2,Low,1617897.77,2017-05-24,True,True,Limited,88.13,63.89,69.51,2024-07-24,Internal Assessment,False,,,,,False,14.0,3,1.0,88.13,63.89,69.51,0,4,10,0,0,2.0,53.9744,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0642,Helios Logistics,Turkey,Europe/Asia,Medium,15,Components,Tier 2,Low,272193.02,2016-04-19,True,True,Full,60.91,60.83,59.03,2025-03-18,Supplier Questionnaire,False,,,,,False,3.0,3,1.0,60.91,60.83,59.03,0,4,0,0,0,6.0,59.6236,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
